,ctrl_A,ctrl_A_TEX,ctrl_B,ctrl_B_TEX,inf_A,inf_A_TEX,inf_B,inf_B_TEX
ID=cds-AAG05258.1;Parent=gene-PA1869;Dbxref=NCBI_GP:AAG05258.1;Name=AAG05258.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable acyl carrier protein;protein_id=AAG05258.1;transl_table=11,35,112,12,69,7,41,8,33
ID=cds-AAG05259.1;Parent=gene-PA1870;Dbxref=NCBI_GP:AAG05259.1;Name=AAG05259.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05259.1;transl_table=11,1,2,0,4,0,22,2,32
ID=cds-AAG05260.1;Parent=gene-PA1871;Dbxref=NCBI_GP:AAG05260.1;Name=AAG05260.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=lasA;product=LasA protease precursor;protein_id=AAG05260.1;transl_table=11,12,91.16666667,9,108.5,6,65,3,61
ID=cds-AAG05261.1;Parent=gene-PA1872;Dbxref=NCBI_GP:AAG05261.1;Name=AAG05261.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05261.1;transl_table=11,13,41,11,44.5,16,75.5,8,66
ID=cds-AAG05262.1;Parent=gene-PA1873;Dbxref=NCBI_GP:AAG05262.1;Name=AAG05262.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05262.1;transl_table=11,0,9,2,10.5,1,12.5,0,18
ID=cds-AAG05263.1;Parent=gene-PA1874;Dbxref=NCBI_GP:AAG05263.1;Name=AAG05263.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05263.1;transl_table=11,12.83333333,99.16666667,14,83.25757576,10.83333333,193.2055556,10,153.9166667
ID=cds-AAG05264.1;Parent=gene-PA1875;Dbxref=NCBI_GP:AAG05264.1;Name=AAG05264.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=probable outer membrane protein precursor;protein_id=AAG05264.1;transl_table=11,14,95.5,3,105,9,167.0833333,4,155
ID=cds-AAG05265.1;Parent=gene-PA1876;Dbxref=NCBI_GP:AAG05265.1;Name=AAG05265.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable ATP-binding/permease fusion ABC transporter;protein_id=AAG05265.1;transl_table=11,4,50.55555556,5.5,24,2,60,4,42
ID=cds-AAG05266.1;Parent=gene-PA1877;Dbxref=NCBI_GP:AAG05266.1;Name=AAG05266.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable secretion protein;protein_id=AAG05266.1;transl_table=11,1.583333333,9.490909091,0.916666667,11.2,4.833333333,26.88333333,3.25,8.3
ID=cds-AAG05267.1;Parent=gene-PA1878;Dbxref=NCBI_GP:AAG05267.1;Name=AAG05267.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05267.1;transl_table=11,9,53,7,50.5,11,47,6,60
ID=cds-AAG05268.1;Parent=gene-PA1879;Dbxref=NCBI_GP:AAG05268.1;Name=AAG05268.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05268.1;transl_table=11,7,75,7,66,13,81,8,113.5
ID=cds-AAG05269.1;Parent=gene-PA1880;Dbxref=NCBI_GP:AAG05269.1;Name=AAG05269.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable oxidoreductase;protein_id=AAG05269.1;transl_table=11,7,19.5,8,13.58333333,6,12.16666667,7,13.04
ID=cds-AAG05270.1;Parent=gene-PA1881;Dbxref=NCBI_GP:AAG05270.1;Name=AAG05270.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable oxidoreductase;protein_id=AAG05270.1;transl_table=11,5,12,6,15,3,11,3,10
ID=cds-AAG05271.1;Parent=gene-PA1882;Dbxref=NCBI_GP:AAG05271.1;Name=AAG05271.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable transporter;protein_id=AAG05271.1;transl_table=11,7,9,5,6,34,44,21,39
ID=cds-AAG05272.1;Parent=gene-PA1883;Dbxref=NCBI_GP:AAG05272.1;Name=AAG05272.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable NADH-ubiquinone/plastoquinone oxidoreductase;protein_id=AAG05272.1;transl_table=11,4,36,3,33,5,55,6,59
ID=cds-AAG05273.1;Parent=gene-PA1884;Dbxref=NCBI_GP:AAG05273.1;Name=AAG05273.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable transcriptional regulator;protein_id=AAG05273.1;transl_table=11,9,15,6,12,7,10,7,22
ID=cds-AAG05274.1;Parent=gene-PA1885;Dbxref=NCBI_GP:AAG05274.1;Name=AAG05274.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=conserved hypothetical protein;protein_id=AAG05274.1;transl_table=11,4,19,10,34,10,60,7,44
ID=cds-AAG05275.1;Parent=gene-PA1886;Dbxref=NCBI_GP:AAG05275.1;Name=AAG05275.1;Note=Product name confidence: Class 2 (High similarity to functionally studied protein);gbkey=CDS;gene=polB;product=DNA polymerase II;protein_id=AAG05275.1;transl_table=11,47,124.1666667,56,110.1666667,59,151.4285714,50,157
ID=cds-AAG05276.1;Parent=gene-PA1887;Dbxref=NCBI_GP:AAG05276.1;Name=AAG05276.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05276.1;transl_table=11,3,19.33333333,6,8.333333333,2,13,2,27
ID=cds-AAG05277.1;Parent=gene-PA1888;Dbxref=NCBI_GP:AAG05277.1;Name=AAG05277.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05277.1;transl_table=11,3,17,7,18,5.833333333,22,4,21
ID=cds-AAG05278.1;Parent=gene-PA1889;Dbxref=NCBI_GP:AAG05278.1;Name=AAG05278.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05278.1;transl_table=11,20,47,14,63,65,399,77,423
ID=cds-AAG05279.1;Parent=gene-PA1890;Dbxref=NCBI_GP:AAG05279.1;Name=AAG05279.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable glutathione S-transferase;protein_id=AAG05279.1;transl_table=11,32,246.1666667,21,279,46,399.2361111,26.5,374
ID=cds-AAG05280.1;Parent=gene-PA1891;Dbxref=NCBI_GP:AAG05280.1;Name=AAG05280.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05280.1;transl_table=11,0,0,0,0,0,0.0625,0,0
ID=cds-AAG05281.1;Parent=gene-PA1892;Dbxref=NCBI_GP:AAG05281.1;Name=AAG05281.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05281.1;transl_table=11,3,18.5,0,12,5,13.25,3,19
ID=cds-AAG05282.1;Parent=gene-PA1893;Dbxref=NCBI_GP:AAG05282.1;Name=AAG05282.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05282.1;transl_table=11,5,7.333333333,3,7.025641026,2,18,1,5.010526316
ID=cds-AAG05283.1;Parent=gene-PA1894;Dbxref=NCBI_GP:AAG05283.1;Name=AAG05283.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05283.1;transl_table=11,3,5,2,9.666666667,2.111111111,19,0,10
ID=cds-AAG05284.1;Parent=gene-PA1895;Dbxref=NCBI_GP:AAG05284.1;Name=AAG05284.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05284.1;transl_table=11,9,7.166666667,2,9,1,17,1,8
ID=cds-AAG05285.1;Parent=gene-PA1896;Dbxref=NCBI_GP:AAG05285.1;Name=AAG05285.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05285.1;transl_table=11,4.5,3.166666667,3,6,3.5,3.226190476,2.5,1.5
ID=cds-AAG05286.1;Parent=gene-PA1897;Dbxref=NCBI_GP:AAG05286.1;Name=AAG05286.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05286.1;transl_table=11,2,7,2,9,1,13.2,1,12
ID=cds-AAG05287.1;Parent=gene-PA1898;Dbxref=NCBI_GP:AAG05287.1;Name=AAG05287.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=qscR;product=quorum-sensing control repressor;protein_id=AAG05287.1;transl_table=11,3,88,2,72.14285714,11,130.5,3,117
ID=cds-AAG05288.1;Parent=gene-PA1899;Dbxref=NCBI_GP:AAG05288.1;Name=AAG05288.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=phzA2;product=probable phenazine biosynthesis protein;protein_id=AAG05288.1;transl_table=11,1,0,0,2,1,1,1,0
ID=cds-AAG05289.1;Parent=gene-PA1900;Dbxref=NCBI_GP:AAG05289.1;Name=AAG05289.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=phzB2;product=probable phenazine biosynthesis protein;protein_id=AAG05289.1;transl_table=11,3,25.5,3,20.5,4.5,36,2.5,24
ID=cds-AAG05290.1;Parent=gene-PA1901;Dbxref=NCBI_GP:AAG05290.1;Name=AAG05290.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=phzC2;product=phenazine biosynthesis protein PhzC;protein_id=AAG05290.1;transl_table=11,7.5,23,1.5,19.93361582,5,55,5,61
ID=cds-AAG05291.1;Parent=gene-PA1902;Dbxref=NCBI_GP:AAG05291.1;Name=AAG05291.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=phzD2;product=phenazine biosynthesis protein PhzD;protein_id=AAG05291.1;transl_table=11,2,0.5,0,0.5,2.5,2.5,0.5,0.666666667
ID=cds-AAG05292.1;Parent=gene-PA1903;Dbxref=NCBI_GP:AAG05292.1;Name=AAG05292.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=phzE2;product=phenazine biosynthesis protein PhzE;protein_id=AAG05292.1;transl_table=11,4,12.25,3,5.566666667,4,11.14285714,3,12
ID=cds-AAG05293.1;Parent=gene-PA1904;Dbxref=NCBI_GP:AAG05293.1;Name=AAG05293.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=phzF2;product=probable phenazine biosynthesis protein;protein_id=AAG05293.1;transl_table=11,0.5,3,1,1.5,1,6,1,5.552631579
ID=cds-AAO42617.1;Parent=gene-PA1905;Dbxref=NCBI_GP:AAO42617.1;Name=AAO42617.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=phzG2;product=probable pyridoxamine 5'-phosphate oxidase;protein_id=AAO42617.1;transl_table=11,1,7.5,1,9,2,9,1,8
ID=cds-AAG05294.1;Parent=gene-PA1906;Dbxref=NCBI_GP:AAG05294.1;Name=AAG05294.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05294.1;transl_table=11,17,53,10,61,23,150,14,176
ID=cds-AAG05295.1;Parent=gene-PA1907;Dbxref=NCBI_GP:AAG05295.1;Name=AAG05295.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05295.1;transl_table=11,1,2,0,3.533333333,1,8.231092437,1,6.25
ID=cds-AAG05296.1;Parent=gene-PA1908;Dbxref=NCBI_GP:AAG05296.1;Name=AAG05296.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable major facilitator superfamily (MFS) transporter;protein_id=AAG05296.1;transl_table=11,2,3,0,17.34285714,1,13.11111111,2,29
ID=cds-AAG05297.1;Parent=gene-PA1909;Dbxref=NCBI_GP:AAG05297.1;Name=AAG05297.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05297.1;transl_table=11,1,5.028571429,0,12.33333333,1,7,1,7.528571429
ID=cds-AAG05298.1;Parent=gene-PA1910;Dbxref=NCBI_GP:AAG05298.1;Name=AAG05298.1;Note=Product name confidence: Class 1: Function experimentally demonstrated in P. aeruginosa;gbkey=CDS;gene=femA;product=ferric-mycobactin receptor%2C FemA;protein_id=AAG05298.1;transl_table=11,5.111111111,13.3,2,14.83333333,3,20.40263158,1,17.35
ID=cds-AAG05299.1;Parent=gene-PA1911;Dbxref=NCBI_GP:AAG05299.1;Name=AAG05299.1;Note=Product name confidence: Class 1: Function experimentally demonstrated in P. aeruginosa;gbkey=CDS;gene=femR;product=sigma factor regulator%2C FemR;protein_id=AAG05299.1;transl_table=11,0.666666667,1.666666667,1.5,4,0.5,2.5,0.666666667,1
ID=cds-AAG05300.1;Parent=gene-PA1912;Dbxref=NCBI_GP:AAG05300.1;Name=AAG05300.1;Note=Product name confidence: Class 1: Function experimentally demonstrated in P. aeruginosa;gbkey=CDS;gene=femI;product=ECF sigma factor%2C FemI;protein_id=AAG05300.1;transl_table=11,10,18,12,13,3,5,2.333333333,7
ID=cds-AAG05301.1;Parent=gene-PA1913;Dbxref=NCBI_GP:AAG05301.1;Name=AAG05301.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05301.1;transl_table=11,97,317,89,327,43,201,27,204
ID=cds-AAG05302.1;Parent=gene-PA1914;Dbxref=NCBI_GP:AAG05302.1;Name=AAG05302.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=conserved hypothetical protein;protein_id=AAG05302.1;transl_table=11,0,4,1,6.142857143,0,29.33333333,1,6.1
ID=cds-AAG05303.1;Parent=gene-PA1915;Dbxref=NCBI_GP:AAG05303.1;Name=AAG05303.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05303.1;transl_table=11,23.16666667,138.5,12,164,28.5,259,24,273.3333333
ID=cds-AAG05304.1;Parent=gene-PA1916;Dbxref=NCBI_GP:AAG05304.1;Name=AAG05304.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable amino acid permease;protein_id=AAG05304.1;transl_table=11,2,14.2,2,13.2,2,32,0,23
ID=cds-AAG05305.1;Parent=gene-PA1917;Dbxref=NCBI_GP:AAG05305.1;Name=AAG05305.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05305.1;transl_table=11,0,0,0,2,1,0,0,0
ID=cds-AAG05306.1;Parent=gene-PA1918;Dbxref=NCBI_GP:AAG05306.1;Name=AAG05306.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05306.1;transl_table=11,0,12,0,19,0,13.07692308,0,20.5
