,JP_PAO1_A_cip,JP_PAO1_B_cip,JP_PAO1_C_cip,JP_1128_A_cip,JP_1128_B_cip,JP_1128_C_cip,JP_1139_A_cip,JP_1139_B_cip,JP1139_C_cip
CDS:PA0679:-:hypothetical_protein:cds678:+:431:NC_002516.2,45,71,26,75,4,13,47,52,24
AS_CDS:PA0679:-:hypothetical_protein:cds678:+:431:NC_002516.2,0,20,4,6,0,0,3,0,0
CDS:PA0680:-:HxcV_pseudopilin:cds679:-:374:NC_002516.2,6,5,1,10,0,0,0,0,0
AS_CDS:PA0680:-:HxcV_pseudopilin:cds679:-:374:NC_002516.2,8,7,3,21,1,0,15,11,1
"IGR:(CDS,PA0680,-,HxcV_pseudopilin,cds679,-,374/CDS,PA0681,-,HxcT_pseudopilin,cds680,+,449):+:192:NC_002516.2",4,0,1,3,0,0,3,0,1
"AS_IGR:(CDS,PA0680,-,HxcV_pseudopilin,cds679,-,374/CDS,PA0681,-,HxcT_pseudopilin,cds680,+,449):+:192:NC_002516.2",3,2,0,1,0,0,0,0,0
CDS:PA0681:-:HxcT_pseudopilin:cds680:+:449:NC_002516.2,6,7,1,18,2,4,11,3,3
AS_CDS:PA0681:-:HxcT_pseudopilin:cds680:+:449:NC_002516.2,0,5,3,4,2,0,4,1,0
CDS:PA0682:-:HxcX_atypical_pseudopilin:cds681:+:965:NC_002516.2,1,7,2,12,4,2,9,2,0
AS_CDS:PA0682:-:HxcX_atypical_pseudopilin:cds681:+:965:NC_002516.2,3,30,7,20,2,5,4,6,1
"IGR:(CDS,PA0682,-,HxcX_atypical_pseudopilin,cds681,+,965/CDS,PA0683,-,type_II_secretion_system_protein,cds682,+,1145):+:10:NC_002516.2",0,0,0,0,0,0,0,0,0
"AS_IGR:(CDS,PA0682,-,HxcX_atypical_pseudopilin,cds681,+,965/CDS,PA0683,-,type_II_secretion_system_protein,cds682,+,1145):+:10:NC_002516.2",0,0,0,0,0,0,0,0,0
CDS:PA0683:-:type_II_secretion_system_protein:cds682:+:1145:NC_002516.2,5,19,4,24,0,4,17,6,7
AS_CDS:PA0683:-:type_II_secretion_system_protein:cds682:+:1145:NC_002516.2,1,10,0,5,0,0,6,0,1
CDS:PA0684:-:type_II_secretion_system_protein:cds683:+:593:NC_002516.2,0,2,1,15,5,1,6,2,0
AS_CDS:PA0684:-:type_II_secretion_system_protein:cds683:+:593:NC_002516.2,8,42,15,41,0,4,22,0,7
CDS:PA0685:-:type_II_secretion_system_protein:cds684:+:2411:NC_002516.2,6,28,1,25,14,12,10,3,2
AS_CDS:PA0685:-:type_II_secretion_system_protein:cds684:+:2411:NC_002516.2,37,83,20,102,23,28,55,22,1
CDS:PA0686:-:type_II_secretion_system_protein:cds685:+:1409:NC_002516.2,0,27,7,8,0,0,15,11,0
AS_CDS:PA0686:-:type_II_secretion_system_protein:cds685:+:1409:NC_002516.2,13,34,8,40,5,7,27,15,2
CDS:PA0687:-:type_II_secretion_system_protein:cds686:+:1214:NC_002516.2,0,8,0,31,0,2,2,1,1
AS_CDS:PA0687:-:type_II_secretion_system_protein:cds686:+:1214:NC_002516.2,10,41,16,47,13,9,52,16,6
"IGR:(CDS,PA0687,-,type_II_secretion_system_protein,cds686,+,1214/CDS,PA0688,-,ABC_transporter,cds687,+,1106):+:462:NC_002516.2",0,3,1,1,0,0,3,0,0
"AS_IGR:(CDS,PA0687,-,type_II_secretion_system_protein,cds686,+,1214/CDS,PA0688,-,ABC_transporter,cds687,+,1106):+:462:NC_002516.2",14,24,14,9,9,9,17,1,4
CDS:PA0688:-:ABC_transporter:cds687:+:1106:NC_002516.2,0,18,10,17,1,0,9,0,2
AS_CDS:PA0688:-:ABC_transporter:cds687:+:1106:NC_002516.2,28,80,31,65,16,9,33,8,11
"IGR:(CDS,PA0688,-,ABC_transporter,cds687,+,1106/CDS,PA0689,-,hypothetical_protein,cds688,+,1112):+:34:NC_002516.2",0,1,0,1,0,0,0,0,0
"AS_IGR:(CDS,PA0688,-,ABC_transporter,cds687,+,1106/CDS,PA0689,-,hypothetical_protein,cds688,+,1112):+:34:NC_002516.2",1,8,1,4,1,1,2,1,0
CDS:PA0689:-:hypothetical_protein:cds688:+:1112:NC_002516.2,19,82,18,105,14,28,68,39,32
AS_CDS:PA0689:-:hypothetical_protein:cds688:+:1112:NC_002516.2,44,165,56,168,39,22,79,34,26
"IGR:(CDS,PA0689,-,hypothetical_protein,cds688,+,1112/CDS,PA0690,-,hypothetical_protein,cds689,+,12542):+:131:NC_002516.2",1,2,0,1,0,1,1,0,0
"AS_IGR:(CDS,PA0689,-,hypothetical_protein,cds688,+,1112/CDS,PA0690,-,hypothetical_protein,cds689,+,12542):+:131:NC_002516.2",0,0,1,0,0,0,0,0,0
CDS:PA0690:-:hypothetical_protein:cds689:+:12542:NC_002516.2,264,851,302,946,151,129,633,324,132
AS_CDS:PA0690:-:hypothetical_protein:cds689:+:12542:NC_002516.2,334,815,315,673,125,175,503,235,101
"IGR:(CDS,PA0690,-,hypothetical_protein,cds689,+,12542/CDS,PA0691,-,hypothetical_protein,cds690,+,602):+:340:NC_002516.2",2,10,3,13,2,4,5,0,1
"AS_IGR:(CDS,PA0690,-,hypothetical_protein,cds689,+,12542/CDS,PA0691,-,hypothetical_protein,cds690,+,602):+:340:NC_002516.2",0,3,1,2,0,0,1,0,1
CDS:PA0691:-:hypothetical_protein:cds690:+:602:NC_002516.2,0,2,0,1,0,0,4,0,0
AS_CDS:PA0691:-:hypothetical_protein:cds690:+:602:NC_002516.2,0,0,5,4,0,0,1,0,0
"IGR:(CDS,PA0691,-,hypothetical_protein,cds690,+,602/CDS,PA0692,-,hypothetical_protein,cds691,+,1634):+:112:NC_002516.2",0,1,0,0,0,0,0,0,0
"AS_IGR:(CDS,PA0691,-,hypothetical_protein,cds690,+,602/CDS,PA0692,-,hypothetical_protein,cds691,+,1634):+:112:NC_002516.2",0,0,0,0,0,0,0,0,0
CDS:PA0692:-:hypothetical_protein:cds691:+:1634:NC_002516.2,3,9,4,16,0,4,19,5,0
AS_CDS:PA0692:-:hypothetical_protein:cds691:+:1634:NC_002516.2,12,12,10,15,9,4,17,22,0
CDS:PA0693:exbB2:transporter_ExbB2:cds692:+:1847:NC_002516.2,22,26,4,21,6,4,37,4,10
AS_CDS:PA0693:exbB2:transporter_ExbB2:cds692:+:1847:NC_002516.2,2,13,1,33,0,5,12,6,4
CDS:PA0694:exbD2:transporter_ExbD:cds693:+:419:NC_002516.2,1,0,0,1,0,0,4,1,0
AS_CDS:PA0694:exbD2:transporter_ExbD:cds693:+:419:NC_002516.2,0,1,1,0,0,5,0,0,0
CDS:PA0695:-:hypothetical_protein:cds694:+:746:NC_002516.2,4,4,0,1,0,0,3,1,0
AS_CDS:PA0695:-:hypothetical_protein:cds694:+:746:NC_002516.2,4,5,1,12,0,1,1,6,0
"IGR:(CDS,PA0695,-,hypothetical_protein,cds694,+,746/CDS,PA0696,-,hypothetical_protein,cds695,+,1706):+:16:NC_002516.2",0,0,0,0,0,0,0,0,0
"AS_IGR:(CDS,PA0695,-,hypothetical_protein,cds694,+,746/CDS,PA0696,-,hypothetical_protein,cds695,+,1706):+:16:NC_002516.2",0,0,0,0,0,0,0,0,0
CDS:PA0696:-:hypothetical_protein:cds695:+:1706:NC_002516.2,0,6,4,6,3,8,0,1,0
AS_CDS:PA0696:-:hypothetical_protein:cds695:+:1706:NC_002516.2,27,52,32,38,3,15,28,14,11
CDS:PA0697:-:hypothetical_protein:cds696:+:662:NC_002516.2,0,0,0,3,0,0,1,0,0
AS_CDS:PA0697:-:hypothetical_protein:cds696:+:662:NC_002516.2,0,0,5,0,0,1,0,4,1
CDS:PA0698:-:hypothetical_protein:cds697:+:479:NC_002516.2,0,0,0,1,0,0,0,0,0
AS_CDS:PA0698:-:hypothetical_protein:cds697:+:479:NC_002516.2,0,7,0,2,0,0,0,0,5
CDS:PA0699:-:PpiC-type_peptidyl-prolyl_cis-trans_isomerase:cds698:+:944:NC_002516.2,11,8,9,15,0,3,3,4,7
AS_CDS:PA0699:-:PpiC-type_peptidyl-prolyl_cis-trans_isomerase:cds698:+:944:NC_002516.2,0,7,1,4,0,0,0,0,0
CDS:PA0700:-:hypothetical_protein:cds699:+:425:NC_002516.2,4,23,6,18,2,10,10,4,13
AS_CDS:PA0700:-:hypothetical_protein:cds699:+:425:NC_002516.2,0,0,0,3,0,1,0,2,0
CDS:PA0701:-:transcriptional_regulator:cds700:+:986:NC_002516.2,14,38,10,22,7,5,26,17,3
AS_CDS:PA0701:-:transcriptional_regulator:cds700:+:986:NC_002516.2,6,8,0,5,0,0,0,3,0
"IGR:(CDS,PA0701,-,transcriptional_regulator,cds700,+,986/CDS,PA0701a,-,AraC_family_transcriptional_regulator,cds701,+,665):+:20:NC_002516.2",0,1,1,1,0,0,1,0,0
"AS_IGR:(CDS,PA0701,-,transcriptional_regulator,cds700,+,986/CDS,PA0701a,-,AraC_family_transcriptional_regulator,cds701,+,665):+:20:NC_002516.2",0,0,0,0,0,0,0,0,0
CDS:PA0701a:-:AraC_family_transcriptional_regulator:cds701:+:665:NC_002516.2,55,113,24,113,13,20,81,46,12
AS_CDS:PA0701a:-:AraC_family_transcriptional_regulator:cds701:+:665:NC_002516.2,0,6,2,9,0,0,1,1,0
CDS:PA0702:-:hypothetical_protein:cds702:-:905:NC_002516.2,7,19,9,14,0,7,13,10,6
AS_CDS:PA0702:-:hypothetical_protein:cds702:-:905:NC_002516.2,32,54,16,48,14,4,37,13,5
"IGR:(CDS,PA0702,-,hypothetical_protein,cds702,-,905/CDS,PA0703,-,major_facilitator_superfamily_%28MFS%29_transporter,cds703,-,1316):+:27:NC_002516.2",0,1,0,1,0,0,1,0,0
"AS_IGR:(CDS,PA0702,-,hypothetical_protein,cds702,-,905/CDS,PA0703,-,major_facilitator_superfamily_%28MFS%29_transporter,cds703,-,1316):+:27:NC_002516.2",1,3,1,2,0,0,1,1,0
CDS:PA0703:-:major_facilitator_superfamily_%28MFS%29_transporter:cds703:-:1316:NC_002516.2,37,80,23,124,4,9,36,18,7
AS_CDS:PA0703:-:major_facilitator_superfamily_%28MFS%29_transporter:cds703:-:1316:NC_002516.2,4,27,4,35,4,0,8,3,6
"IGR:(CDS,PA0703,-,major_facilitator_superfamily_%28MFS%29_transporter,cds703,-,1316/CDS,PA0704,-,amidase,cds704,-,1394):+:19:NC_002516.2",1,0,0,1,0,0,0,0,0
"AS_IGR:(CDS,PA0703,-,major_facilitator_superfamily_%28MFS%29_transporter,cds703,-,1316/CDS,PA0704,-,amidase,cds704,-,1394):+:19:NC_002516.2",2,4,2,8,0,1,2,1,0
CDS:PA0704:-:amidase:cds704:-:1394:NC_002516.2,61,182,59,256,16,29,103,72,25
AS_CDS:PA0704:-:amidase:cds704:-:1394:NC_002516.2,15,64,19,65,9,10,58,10,8
"IGR:(CDS,PA0704,-,amidase,cds704,-,1394/CDS,PA0705,migA,alpha-1%2C6-rhamnosyltransferase_MigA,cds705,-,899):+:76:NC_002516.2",0,2,0,2,0,0,2,0,1
"AS_IGR:(CDS,PA0704,-,amidase,cds704,-,1394/CDS,PA0705,migA,alpha-1%2C6-rhamnosyltransferase_MigA,cds705,-,899):+:76:NC_002516.2",2,16,2,4,0,4,6,4,1
CDS:PA0705:migA:alpha-1%2C6-rhamnosyltransferase_MigA:cds705:-:899:NC_002516.2,104,320,82,225,35,53,185,102,70
AS_CDS:PA0705:migA:alpha-1%2C6-rhamnosyltransferase_MigA:cds705:-:899:NC_002516.2,6,42,13,30,4,4,3,7,7
"IGR:(CDS,PA0705,migA,alpha-1%2C6-rhamnosyltransferase_MigA,cds705,-,899/CDS,PA0706,cat,chloramphenicol_acetyltransferase,cds706,-,638):+:203:NC_002516.2",3,7,1,10,3,0,4,1,4
"AS_IGR:(CDS,PA0705,migA,alpha-1%2C6-rhamnosyltransferase_MigA,cds705,-,899/CDS,PA0706,cat,chloramphenicol_acetyltransferase,cds706,-,638):+:203:NC_002516.2",30,84,24,69,12,6,26,25,7
CDS:PA0706:cat:chloramphenicol_acetyltransferase:cds706:-:638:NC_002516.2,41,150,69,98,13,16,95,70,14
AS_CDS:PA0706:cat:chloramphenicol_acetyltransferase:cds706:-:638:NC_002516.2,5,13,0,16,0,0,7,10,0
"IGR:(CDS,PA0706,cat,chloramphenicol_acetyltransferase,cds706,-,638/CDS,PA0707,toxR,transcriptional_regulator_ToxR,cds707,-,779):+:41:NC_002516.2",0,3,0,1,0,0,0,0,0
"AS_IGR:(CDS,PA0706,cat,chloramphenicol_acetyltransferase,cds706,-,638/CDS,PA0707,toxR,transcriptional_regulator_ToxR,cds707,-,779):+:41:NC_002516.2",1,1,1,2,0,0,3,2,0
CDS:PA0707:toxR:transcriptional_regulator_ToxR:cds707:-:779:NC_002516.2,28,13,14,23,5,3,12,2,2
AS_CDS:PA0707:toxR:transcriptional_regulator_ToxR:cds707:-:779:NC_002516.2,0,30,7,25,0,14,11,9,4
"IGR:(CDS,PA0707,toxR,transcriptional_regulator_ToxR,cds707,-,779/CDS,PA0708,-,transcriptional_regulator,cds708,-,854):+:234:NC_002516.2",4,7,4,5,0,0,11,3,2
"AS_IGR:(CDS,PA0707,toxR,transcriptional_regulator_ToxR,cds707,-,779/CDS,PA0708,-,transcriptional_regulator,cds708,-,854):+:234:NC_002516.2",0,3,5,4,0,1,2,0,0
CDS:PA0708:-:transcriptional_regulator:cds708:-:854:NC_002516.2,21,51,10,41,8,7,32,19,7
AS_CDS:PA0708:-:transcriptional_regulator:cds708:-:854:NC_002516.2,7,24,2,31,6,1,15,2,0
"IGR:(CDS,PA0708,-,transcriptional_regulator,cds708,-,854/CDS,PA0709,-,hypothetical_protein,cds709,+,296):+:74:NC_002516.2",1,0,0,0,0,0,0,0,0
"AS_IGR:(CDS,PA0708,-,transcriptional_regulator,cds708,-,854/CDS,PA0709,-,hypothetical_protein,cds709,+,296):+:74:NC_002516.2",0,2,1,2,0,0,1,0,0
CDS:PA0709:-:hypothetical_protein:cds709:+:296:NC_002516.2,5,10,0,12,1,7,4,9,2
AS_CDS:PA0709:-:hypothetical_protein:cds709:+:296:NC_002516.2,5,6,2,5,0,0,4,0,0
CDS:PA0710:gloA2:lactoylglutathione_lyase:cds710:+:395:NC_002516.2,2,7,0,3,0,4,7,10,0
AS_CDS:PA0710:gloA2:lactoylglutathione_lyase:cds710:+:395:NC_002516.2,7,26,10,31,6,9,17,11,5
CDS:PA0711:-:hypothetical_protein:cds711:-:506:NC_002516.2,19,29,11,28,4,3,25,14,9
AS_CDS:PA0711:-:hypothetical_protein:cds711:-:506:NC_002516.2,4,9,4,3,0,0,10,1,0
"IGR:(CDS,PA0711,-,hypothetical_protein,cds711,-,506/CDS,PA0712,-,hypothetical_protein,cds712,-,257):+:9:NC_002516.2",0,0,0,0,0,0,0,0,0
"AS_IGR:(CDS,PA0711,-,hypothetical_protein,cds711,-,506/CDS,PA0712,-,hypothetical_protein,cds712,-,257):+:9:NC_002516.2",1,2,1,2,0,0,2,1,0
CDS:PA0712:-:hypothetical_protein:cds712:-:257:NC_002516.2,47,97,50,107,19,21,60,24,11
AS_CDS:PA0712:-:hypothetical_protein:cds712:-:257:NC_002516.2,4,4,1,2,0,1,2,6,0
"IGR:(CDS,PA0712,-,hypothetical_protein,cds712,-,257/CDS,PA0713,-,hypothetical_protein,cds713,+,293):+:298:NC_002516.2",7,8,14,9,1,4,18,3,4
"AS_IGR:(CDS,PA0712,-,hypothetical_protein,cds712,-,257/CDS,PA0713,-,hypothetical_protein,cds713,+,293):+:298:NC_002516.2",64,208,71,207,5,19,99,39,24
CDS:PA0713:-:hypothetical_protein:cds713:+:293:NC_002516.2,1606,4018,1041,3584,560,461,2525,1458,536
AS_CDS:PA0713:-:hypothetical_protein:cds713:+:293:NC_002516.2,8,6,3,10,2,2,7,1,0
"IGR:(CDS,PA0713,-,hypothetical_protein,cds713,+,293/CDS,PA0714,-,hypothetical_protein,cds714,+,476):+:180:NC_002516.2",439,1207,332,1111,206,160,878,482,140
"AS_IGR:(CDS,PA0713,-,hypothetical_protein,cds713,+,293/CDS,PA0714,-,hypothetical_protein,cds714,+,476):+:180:NC_002516.2",0,2,0,0,0,5,0,0,0
CDS:PA0714:-:hypothetical_protein:cds714:+:476:NC_002516.2,288,819,248,728,136,136,562,284,92
AS_CDS:PA0714:-:hypothetical_protein:cds714:+:476:NC_002516.2,5,15,2,3,1,3,0,3,1
"IGR:(CDS,PA0714,-,hypothetical_protein,cds714,+,476/ncRNA,PA0714.1,ID,phrD,PhrD,id9,+,72):+:292:NC_002516.2",32,46,18,43,7,10,32,20,9
"AS_IGR:(CDS,PA0714,-,hypothetical_protein,cds714,+,476/ncRNA,PA0714.1,ID,phrD,PhrD,id9,+,72):+:292:NC_002516.2",15,29,7,40,16,10,22,9,9
"ncRNA:PA0714.1,ID:phrD:PhrD:id9:+:72:NC_002516.2",238,881,336,785,104,106,511,189,87
"AS_ncRNA:PA0714.1,ID:phrD:PhrD:id9:+:72:NC_002516.2",1,8,0,7,3,2,6,2,2
"IGR:(ncRNA,PA0714.1,ID,phrD,PhrD,id9,+,72/CDS,PA0715,-,hypothetical_protein,cds715,+,956):+:377:NC_002516.2",611,1736,681,1684,236,206,900,420,268
"AS_IGR:(ncRNA,PA0714.1,ID,phrD,PhrD,id9,+,72/CDS,PA0715,-,hypothetical_protein,cds715,+,956):+:377:NC_002516.2",1,40,4,32,1,1,13,6,0
CDS:PA0715:-:hypothetical_protein:cds715:+:956:NC_002516.2,139,568,136,609,60,94,386,122,26
AS_CDS:PA0715:-:hypothetical_protein:cds715:+:956:NC_002516.2,3,4,0,1,0,0,1,0,0
CDS:PA0716:-:hypothetical_protein:cds716:+:1325:NC_002516.2,181,419,160,364,39,37,171,120,34
AS_CDS:PA0716:-:hypothetical_protein:cds716:+:1325:NC_002516.2,17,12,3,25,2,0,14,8,7
"IGR:(CDS,PA0716,-,hypothetical_protein,cds716,+,1325/CDS,PA0718,-,hypothetical_protein,cds717,+,290):+:1055:NC_002516.2",23,89,31,80,13,9,70,20,12
"AS_IGR:(CDS,PA0716,-,hypothetical_protein,cds716,+,1325/CDS,PA0718,-,hypothetical_protein,cds717,+,290):+:1055:NC_002516.2",23,46,14,73,20,17,32,18,7
CDS:PA0718:-:hypothetical_protein:cds717:+:290:NC_002516.2,17,25,10,19,11,1,14,7,12
AS_CDS:PA0718:-:hypothetical_protein:cds717:+:290:NC_002516.2,5,22,5,26,3,4,18,4,3
CDS:PA0719:-:hypothetical_protein:cds718:+:377:NC_002516.2,13,42,24,29,8,2,12,15,13
AS_CDS:PA0719:-:hypothetical_protein:cds718:+:377:NC_002516.2,15,33,15,34,0,3,20,0,3
"IGR:(CDS,PA0719,-,hypothetical_protein,cds718,+,377/CDS,PA0720,-,helix_destabilizing_protein_of_bacteriophage_Pf1,cds719,+,434):+:83:NC_002516.2",3,11,2,12,0,0,3,2,1
"AS_IGR:(CDS,PA0719,-,hypothetical_protein,cds718,+,377/CDS,PA0720,-,helix_destabilizing_protein_of_bacteriophage_Pf1,cds719,+,434):+:83:NC_002516.2",1,4,1,8,0,0,2,2,0
CDS:PA0720:-:helix_destabilizing_protein_of_bacteriophage_Pf1:cds719:+:434:NC_002516.2,7,32,0,45,1,3,15,9,0
AS_CDS:PA0720:-:helix_destabilizing_protein_of_bacteriophage_Pf1:cds719:+:434:NC_002516.2,5,9,3,12,0,0,8,4,0
CDS:PA0721:-:hypothetical_protein:cds720:+:92:NC_002516.2,5,5,1,3,0,0,1,1,1
AS_CDS:PA0721:-:hypothetical_protein:cds720:+:92:NC_002516.2,2,4,2,4,1,0,6,2,0
CDS:PA0722:-:hypothetical_protein:cds721:+:251:NC_002516.2,35,63,11,60,9,11,51,15,14
AS_CDS:PA0722:-:hypothetical_protein:cds721:+:251:NC_002516.2,1,14,9,14,0,0,7,9,2
CDS:PA0723:coaB:coat_protein_B_of_bacteriophage_Pf1:cds722:+:248:NC_002516.2,104,212,61,159,23,34,171,73,41
AS_CDS:PA0723:coaB:coat_protein_B_of_bacteriophage_Pf1:cds722:+:248:NC_002516.2,3,8,2,6,0,0,1,4,0
"IGR:(CDS,PA0723,coaB,coat_protein_B_of_bacteriophage_Pf1,cds722,+,248/CDS,PA0724,-,coat_protein_A_of_bacteriophage_Pf1,cds723,+,1262):+:84:NC_002516.2",38,78,19,58,6,9,57,23,14
"AS_IGR:(CDS,PA0723,coaB,coat_protein_B_of_bacteriophage_Pf1,cds722,+,248/CDS,PA0724,-,coat_protein_A_of_bacteriophage_Pf1,cds723,+,1262):+:84:NC_002516.2",3,2,0,3,0,0,1,1,0
CDS:PA0724:-:coat_protein_A_of_bacteriophage_Pf1:cds723:+:1262:NC_002516.2,34,90,17,87,13,9,53,35,15
AS_CDS:PA0724:-:coat_protein_A_of_bacteriophage_Pf1:cds723:+:1262:NC_002516.2,36,32,5,85,14,6,42,28,22
CDS:PA0725:-:hypothetical_protein:cds724:+:356:NC_002516.2,14,6,8,3,2,1,3,6,0
AS_CDS:PA0725:-:hypothetical_protein:cds724:+:356:NC_002516.2,5,22,7,42,7,4,13,8,6
CDS:PA0726:-:hypothetical_protein:cds725:+:1274:NC_002516.2,30,28,12,33,1,5,28,14,8
AS_CDS:PA0726:-:hypothetical_protein:cds725:+:1274:NC_002516.2,33,99,19,110,14,12,69,26,26
"IGR:(CDS,PA0726,-,hypothetical_protein,cds725,+,1274/CDS,PA0727,-,hypothetical_protein,cds726,+,1292):+:178:NC_002516.2",1,6,7,9,1,3,7,1,1
"AS_IGR:(CDS,PA0726,-,hypothetical_protein,cds725,+,1274/CDS,PA0727,-,hypothetical_protein,cds726,+,1292):+:178:NC_002516.2",4,10,10,30,1,3,5,5,1
CDS:PA0727:-:hypothetical_protein:cds726:+:1292:NC_002516.2,19,68,31,88,25,7,64,21,6
AS_CDS:PA0727:-:hypothetical_protein:cds726:+:1292:NC_002516.2,20,48,12,57,8,6,30,21,14
CDS:PA0728:-:bacteriophage_integrase:cds727:+:983:NC_002516.2,17,45,11,80,10,3,43,18,9
AS_CDS:PA0728:-:bacteriophage_integrase:cds727:+:983:NC_002516.2,2,10,9,9,2,1,6,1,1
"IGR:(CDS,PA0728,-,bacteriophage_integrase,cds727,+,983/CDS,PA0729,-,hypothetical_protein,cds728,+,347):+:423:NC_002516.2",287,845,297,978,145,101,525,261,113
"AS_IGR:(CDS,PA0728,-,bacteriophage_integrase,cds727,+,983/CDS,PA0729,-,hypothetical_protein,cds728,+,347):+:423:NC_002516.2",0,10,0,5,2,3,4,0,0
CDS:PA0729:-:hypothetical_protein:cds728:+:347:NC_002516.2,142,484,184,504,68,100,296,151,89
AS_CDS:PA0729:-:hypothetical_protein:cds728:+:347:NC_002516.2,2,5,2,13,0,0,1,7,4
"IGR:(CDS,PA0729,-,hypothetical_protein,cds728,+,347/tRNA,PA0729.1,ID,-,tRNA-Gly,id10,-,73):+:91:NC_002516.2",47,115,55,131,17,29,77,39,23
"AS_IGR:(CDS,PA0729,-,hypothetical_protein,cds728,+,347/tRNA,PA0729.1,ID,-,tRNA-Gly,id10,-,73):+:91:NC_002516.2",9,15,5,10,0,0,3,2,1
"tRNA:PA0729.1,ID:-:tRNA-Gly:id10:-:73:NC_002516.2",305,1647,509,1966,165,127,1093,347,91
"AS_tRNA:PA0729.1,ID:-:tRNA-Gly:id10:-:73:NC_002516.2",49,236,63,231,28,15,153,62,12
"IGR:(tRNA,PA0729.1,ID,-,tRNA-Gly,id10,-,73/CDS,PA0730,-,transferase,cds729,-,902):+:99:NC_002516.2",9,35,15,38,4,2,22,11,2
"AS_IGR:(tRNA,PA0729.1,ID,-,tRNA-Gly,id10,-,73/CDS,PA0730,-,transferase,cds729,-,902):+:99:NC_002516.2",90,555,159,628,53,40,353,109,25
CDS:PA0730:-:transferase:cds729:-:902:NC_002516.2,23,53,12,72,11,9,45,6,4
AS_CDS:PA0730:-:transferase:cds729:-:902:NC_002516.2,43,173,60,182,25,35,118,74,10
"IGR:(CDS,PA0730,-,transferase,cds729,-,902/CDS,PA0731,-,hypothetical_protein,cds730,-,737):+:400:NC_002516.2",5,21,11,11,1,9,19,13,6
"AS_IGR:(CDS,PA0730,-,transferase,cds729,-,902/CDS,PA0731,-,hypothetical_protein,cds730,-,737):+:400:NC_002516.2",6,32,22,43,7,8,26,7,15
CDS:PA0731:-:hypothetical_protein:cds730:-:737:NC_002516.2,87,221,110,203,49,66,227,133,42
AS_CDS:PA0731:-:hypothetical_protein:cds730:-:737:NC_002516.2,22,132,15,74,7,20,69,33,13
"IGR:(CDS,PA0731,-,hypothetical_protein,cds730,-,737/CDS,PA0732,-,hypothetical_protein,cds731,-,1043):+:28:NC_002516.2",1,3,0,2,1,3,3,1,1
"AS_IGR:(CDS,PA0731,-,hypothetical_protein,cds730,-,737/CDS,PA0732,-,hypothetical_protein,cds731,-,1043):+:28:NC_002516.2",5,11,3,12,5,4,6,6,2
CDS:PA0732:-:hypothetical_protein:cds731:-:1043:NC_002516.2,73,191,76,289,50,71,178,103,50
AS_CDS:PA0732:-:hypothetical_protein:cds731:-:1043:NC_002516.2,56,130,20,137,22,41,63,37,16
"IGR:(CDS,PA0732,-,hypothetical_protein,cds731,-,1043/CDS,PA0733,-,pseudouridylate_synthase,cds732,-,692):+:84:NC_002516.2",2,7,1,6,1,2,3,3,2
"AS_IGR:(CDS,PA0732,-,hypothetical_protein,cds731,-,1043/CDS,PA0733,-,pseudouridylate_synthase,cds732,-,692):+:84:NC_002516.2",2,14,3,17,3,6,14,10,2
CDS:PA0733:-:pseudouridylate_synthase:cds732:-:692:NC_002516.2,19,38,9,26,2,1,12,8,0
AS_CDS:PA0733:-:pseudouridylate_synthase:cds732:-:692:NC_002516.2,9,42,12,45,13,28,16,17,9
CDS:PA0734:-:hypothetical_protein:cds733:-:272:NC_002516.2,37,28,22,27,2,2,19,18,0
AS_CDS:PA0734:-:hypothetical_protein:cds733:-:272:NC_002516.2,9,17,7,28,10,8,10,15,6
CDS:PA0735:-:hypothetical_protein:cds734:-:815:NC_002516.2,28,36,21,57,5,11,21,24,6
AS_CDS:PA0735:-:hypothetical_protein:cds734:-:815:NC_002516.2,18,39,10,39,12,4,17,21,5
CDS:PA0736:-:hypothetical_protein:cds735:-:1076:NC_002516.2,39,97,14,65,2,24,72,29,9
AS_CDS:PA0736:-:hypothetical_protein:cds735:-:1076:NC_002516.2,39,47,23,75,9,9,37,21,15
"IGR:(CDS,PA0736,-,hypothetical_protein,cds735,-,1076/CDS,PA0736a,-,hypothetical_protein,cds736,+,179):+:191:NC_002516.2",24,85,23,82,9,9,41,28,11
"AS_IGR:(CDS,PA0736,-,hypothetical_protein,cds735,-,1076/CDS,PA0736a,-,hypothetical_protein,cds736,+,179):+:191:NC_002516.2",1,0,0,2,4,0,1,3,0
CDS:PA0736a:-:hypothetical_protein:cds736:+:179:NC_002516.2,277,679,240,716,106,122,431,278,123
AS_CDS:PA0736a:-:hypothetical_protein:cds736:+:179:NC_002516.2,1,3,0,16,0,7,5,4,1
"IGR:(CDS,PA0736a,-,hypothetical_protein,cds736,+,179/CDS,PA0737,-,hypothetical_protein,cds737,+,455):+:44:NC_002516.2",53,105,38,111,24,24,74,41,22
"AS_IGR:(CDS,PA0736a,-,hypothetical_protein,cds736,+,179/CDS,PA0737,-,hypothetical_protein,cds737,+,455):+:44:NC_002516.2",0,0,0,0,0,0,0,0,0
CDS:PA0737:-:hypothetical_protein:cds737:+:455:NC_002516.2,100,192,63,197,56,51,135,68,51
AS_CDS:PA0737:-:hypothetical_protein:cds737:+:455:NC_002516.2,0,8,0,8,5,5,8,0,0
